epoch,accuracy,loss,val_accuracy,val_loss
0,0.03552088141441345,6.8495774269104,NA,NA
1,0.037173014134168625,6.484030246734619,NA,NA
2,0.037173014134168625,6.366164207458496,NA,NA
3,0.037173014134168625,6.299304962158203,NA,NA
4,0.03744836896657944,6.257048606872559,NA,NA
5,0.039467643946409225,6.206610679626465,NA,NA
6,0.04056906700134277,6.141178607940674,NA,NA
7,0.043139055371284485,6.077592372894287,NA,NA
8,0.039467643946409225,6.023085594177246,NA,NA
9,0.04378155246376991,5.960257530212402,NA,NA
10,0.04488297551870346,5.894120693206787,NA,NA
11,0.04690225049853325,5.826158046722412,NA,NA
12,0.050206515938043594,5.762806415557861,NA,NA
13,0.04873795434832573,5.701257228851318,NA,NA
14,0.050665441900491714,5.640316009521484,NA,NA
15,0.052592933177948,5.58002233505249,NA,NA
16,0.05176686495542526,5.534245491027832,NA,NA
17,0.05442863702774048,5.474878311157227,NA,NA
18,0.05332721397280693,5.428154945373535,NA,NA
19,0.054612208157777786,5.370863437652588,NA,NA
20,0.055254705250263214,5.323780059814453,NA,NA
21,0.05608076974749565,5.279466152191162,NA,NA
22,0.057273980230093,5.226494312286377,NA,NA
23,0.06021110713481903,5.181260585784912,NA,NA
24,0.05883432924747467,5.1249680519104,NA,NA
25,0.06250573694705963,5.071802139282227,NA,NA
26,0.05975218117237091,5.019787311553955,NA,NA
27,0.06342358887195587,4.968935966491699,NA,NA
28,0.05534648895263672,5.419541835784912,NA,NA
29,0.05993574857711792,5.162529468536377,NA,NA
30,0.062138594686985016,5.052484035491943,NA,NA
31,0.05993574857711792,5.032843589782715,NA,NA
32,0.06039467826485634,4.998190402984619,NA,NA
33,0.06011931970715523,4.9165425300598145,NA,NA
34,0.06470858305692673,4.840308666229248,NA,NA
35,0.06369894742965698,4.793720245361328,NA,NA
36,0.06792106479406357,4.73749303817749,NA,NA
37,0.07058283686637878,4.676458358764648,NA,NA
38,0.06929784268140793,4.64484977722168,NA,NA
39,0.07508031278848648,4.590616703033447,NA,NA
40,0.07241854071617126,4.537948131561279,NA,NA
41,0.07654887437820435,4.499975204467773,NA,NA
42,0.07994493097066879,4.443307876586914,NA,NA
43,0.08425883203744888,4.401047229766846,NA,NA
44,0.08673703670501709,4.354156970977783,NA,NA
45,0.09297843277454376,4.304370880126953,NA,NA
46,0.09426342695951462,4.262836456298828,NA,NA
47,0.09444699436426163,4.222132205963135,NA,NA
48,0.09967875480651855,4.1784563064575195,NA,NA
49,0.10445158183574677,4.126275539398193,NA,NA
50,0.10390087217092514,4.098242282867432,NA,NA
51,0.11050941050052643,4.047739028930664,NA,NA
52,0.11335474997758865,4.0199055671691895,NA,NA
53,0.12060578167438507,3.9722819328308105,NA,NA
54,0.12271684408187866,3.9289212226867676,NA,NA
55,0.1257457584142685,3.891359567642212,NA,NA
56,0.12996786832809448,3.8570849895477295,NA,NA
57,0.13758604228496552,3.8110177516937256,NA,NA
58,0.14089031517505646,3.769954204559326,NA,NA
59,0.14832492172718048,3.721848726272583,NA,NA
60,0.14823313057422638,3.7070446014404297,NA,NA
61,0.1534648984670639,3.663540840148926,NA,NA
62,0.15970629453659058,3.6224143505096436,NA,NA
63,0.16649839282035828,3.588623285293579,NA,NA
64,0.17072051763534546,3.553717613220215,NA,NA
65,0.1783386915922165,3.5187690258026123,NA,NA
66,0.1833868771791458,3.4937431812286377,NA,NA
67,0.1877007782459259,3.4402592182159424,NA,NA
68,0.19128040969371796,3.420036792755127,NA,NA
69,0.19284075498580933,3.3917481899261475,NA,NA
70,0.20275355875492096,3.3555493354797363,NA,NA
71,0.210555300116539,3.307701826095581,NA,NA
72,0.21128958463668823,3.2865686416625977,NA,NA
73,0.21771454811096191,3.2785983085632324,NA,NA
74,0.2217530906200409,3.2296619415283203,NA,NA
75,0.22726021707057953,3.2040302753448486,NA,NA
76,0.23157411813735962,3.1590280532836914,NA,NA
77,0.23864157497882843,3.139692544937134,NA,NA
78,0.24607618153095245,3.106684446334839,NA,NA
79,0.2471776008605957,3.0769765377044678,NA,NA
80,0.256264328956604,3.0468530654907227,NA,NA
81,0.2536025643348694,3.054795503616333,NA,NA
82,0.26452502608299255,2.9936633110046387,NA,NA
83,0.26223036646842957,2.9716484546661377,NA,NA
84,0.27315282821655273,2.9585886001586914,NA,NA
85,0.2721431851387024,2.929859161376953,NA,NA
86,0.27994492650032043,2.910780429840088,NA,NA
87,0.2843506336212158,2.8784475326538086,NA,NA
88,0.28627809882164,2.843730926513672,NA,NA
89,0.2947223484516144,2.825620651245117,NA,NA
90,0.3041762411594391,2.792739152908325,NA,NA
91,0.3042680025100708,2.7696609497070312,NA,NA
92,0.31050941348075867,2.763578176498413,NA,NA
93,0.31702616810798645,2.7270395755767822,NA,NA
94,0.3139054477214813,2.712695837020874,NA,NA
95,0.3201468586921692,2.694934129714966,NA,NA
96,0.32574576139450073,2.647552013397217,NA,NA
97,0.33106929063796997,2.6311309337615967,NA,NA
98,0.33318036794662476,2.618816614151001,NA,NA
99,0.33749425411224365,2.5893421173095703,NA,NA
100,0.3430931568145752,2.562252998352051,NA,NA
101,0.34630563855171204,2.5575666427612305,NA,NA
102,0.3541073799133301,2.526022434234619,NA,NA
103,0.36080771684646606,2.4915244579315186,NA,NA
104,0.3656723201274872,2.4857633113861084,NA,NA
105,0.36016520857810974,2.4873223304748535,NA,NA
106,0.3643873333930969,2.446310043334961,NA,NA
107,0.37595227360725403,2.422736406326294,NA,NA
108,0.38145938515663147,2.3886430263519287,NA,NA
109,0.3794400990009308,2.396698474884033,NA,NA
110,0.3864157795906067,2.3564934730529785,NA,NA
111,0.38604864478111267,2.364043712615967,NA,NA
112,0.39238181710243225,2.314816951751709,NA,NA
113,0.39926570653915405,2.307875156402588,NA,NA
114,0.4007342755794525,2.29433536529541,NA,NA
115,0.40385496616363525,2.290663957595825,NA,NA
116,0.41330885887145996,2.259763479232788,NA,NA
117,0.41541990637779236,2.2564687728881836,NA,NA
118,0.4089031517505646,2.2256646156311035,NA,NA
119,0.4210188090801239,2.2004339694976807,NA,NA
120,0.42735201120376587,2.168700933456421,NA,NA
121,0.43120697140693665,2.160066843032837,NA,NA
122,0.4306562542915344,2.1598050594329834,NA,NA
