epoch,accuracy,loss,val_accuracy,val_loss
123,0.43597981333732605,2.133331537246704,NA,NA
124,0.43864157795906067,2.1197686195373535,NA,NA
125,0.44020193815231323,2.1192712783813477,NA,NA
126,0.44497475028038025,2.0848400592803955,NA,NA
127,0.44681045413017273,2.0838797092437744,NA,NA
128,0.451124370098114,2.0635921955108643,NA,NA
129,0.45415326952934265,2.044201135635376,NA,NA
130,0.4575493335723877,2.0167236328125,NA,NA
131,0.4550711214542389,2.023987054824829,NA,NA
132,0.46562644839286804,1.9944658279418945,NA,NA
133,0.4690224826335907,1.9829185009002686,NA,NA
134,0.4667278528213501,1.98624849319458,NA,NA
135,0.47443780303001404,1.955367088317871,NA,NA
136,0.47976136207580566,1.9422285556793213,NA,NA
137,0.47508031129837036,1.9340085983276367,NA,NA
138,0.4876548945903778,1.9028996229171753,NA,NA
139,0.4804956316947937,1.9117233753204346,NA,NA
140,0.497016966342926,1.8754963874816895,NA,NA
141,0.49821019172668457,1.867287516593933,NA,NA
142,0.49738413095474243,1.8500781059265137,NA,NA
143,0.5007801651954651,1.8515350818634033,NA,NA
144,0.5068380236625671,1.8228634595870972,NA,NA
145,0.5025240778923035,1.8198573589324951,NA,NA
146,0.5129876136779785,1.7932772636413574,NA,NA
147,0.5061036944389343,1.8006094694137573,NA,NA
148,0.5156493782997131,1.764448881149292,NA,NA
149,0.5205140113830566,1.7581552267074585,NA,NA
150,0.5213400721549988,1.7471426725387573,NA,NA
151,0.5239100456237793,1.7540475130081177,NA,NA
152,0.5286828875541687,1.7460538148880005,NA,NA
153,0.533363938331604,1.7103627920150757,NA,NA
154,0.5285910964012146,1.7118401527404785,NA,NA
155,0.5319871306419373,1.701032042503357,NA,NA
156,0.5352914333343506,1.6881464719772339,NA,NA
157,0.5453878045082092,1.6628739833831787,NA,NA
158,0.542909562587738,1.656975269317627,NA,NA
159,0.5501606464385986,1.6468160152435303,NA,NA
160,0.5546581149101257,1.6194170713424683,NA,NA
161,0.5507113337516785,1.624669075012207,NA,NA
162,0.5550252199172974,1.6093907356262207,NA,NA
163,0.5577787756919861,1.6118336915969849,NA,NA
164,0.5609912872314453,1.5975335836410522,NA,NA
165,0.5559430718421936,1.591313362121582,NA,NA
166,0.5722808837890625,1.5379719734191895,NA,NA
167,0.5720055103302002,1.553109049797058,NA,NA
168,0.5773290395736694,1.524581789970398,NA,NA
169,0.5708122849464417,1.5304020643234253,NA,NA
170,0.5768701434135437,1.5287840366363525,NA,NA
171,0.5808168649673462,1.5017979145050049,NA,NA
172,0.5787058472633362,1.520438551902771,NA,NA
173,0.5791647434234619,1.5169333219528198,NA,NA
174,0.5804497599601746,1.504568099975586,NA,NA
175,0.5858650803565979,1.4877198934555054,NA,NA
176,0.5804497599601746,1.4951770305633545,NA,NA
177,0.5992656946182251,1.452762484550476,NA,NA
178,0.593391478061676,1.4561264514923096,NA,NA
179,0.5853143930435181,1.4522241353988647,NA,NA
180,0.5958696603775024,1.451859474182129,NA,NA
181,0.6028453707695007,1.4168879985809326,NA,NA
182,0.6035796403884888,1.4202947616577148,NA,NA
183,0.6040385365486145,1.4025521278381348,NA,NA
184,0.6103717088699341,1.3811993598937988,NA,NA
185,0.6055989265441895,1.3952229022979736,NA,NA
186,0.6189077496528625,1.3720786571502686,NA,NA
187,0.6086277961730957,1.388439416885376,NA,NA
188,0.616337776184082,1.3687326908111572,NA,NA
189,0.6201009750366211,1.3464417457580566,NA,NA
190,0.6250573396682739,1.3387422561645508,NA,NA
191,0.6234970092773438,1.328334093093872,NA,NA
192,0.6241394877433777,1.3317326307296753,NA,NA
193,0.6296465992927551,1.3131773471832275,NA,NA
194,0.6302891373634338,1.3124136924743652,NA,NA
195,0.6290041208267212,1.3178068399429321,NA,NA
196,0.6380908489227295,1.2734060287475586,NA,NA
197,0.6427718997001648,1.2585954666137695,NA,NA
198,0.637815535068512,1.2749688625335693,NA,NA
199,0.6419458389282227,1.270201325416565,NA,NA
